	Entry	Gene Names (primary)	Organism (ID)	Alternative products (isoforms)	UniParc	CCDS	EMBL	RefSeq	BMRB	PDB	SASBDB	SMR	BioGRID	CORUM	ComplexPortal	DIP	ELM	IntAct	MINT	STRING	BindingDB	ChEMBL	DrugBank	DrugCentral	SwissLipids	Allergome	CAZy	IDEAL	MEROPS	PeroxiBase	REBASE	TCDB	DEPOD	PhosphoSitePlus	dbSNP	COMPLUYEAST-2DPAGE	EPD	MassIVE	MaxQB	PRIDE	PaxDb	PeptideAtlas	ProteomicsDB	Ensembl	GeneID	KEGG	CTD	GeneCards	HGNC	HPA	MIM	neXtProt	Orphanet	PharmGKB	eggNOG	GeneTree	HOGENOM	OMA	OrthoDB	PhylomeDB	TreeFam	BioCyc	BRENDA	PathwayCommons	Reactome	SIGNOR	GeneWiki	Bgee	ExpressionAtlas	CDD	DisProt	HAMAP	InterPro	PANTHER	Pfam	PIRSF	PRINTS	ProDom	PROSITE	SMART	SUPFAM
80	P14618	PKM	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=M2 {ECO:0000303|PubMed:2854097}; Synonyms=M2-PK, PKM2; IsoId=P14618-1; Sequence=Displayed; Name=M1 {ECO:0000303|PubMed:2854097}; Synonyms=M1-PK, PKM1; IsoId=P14618-2, P14786-1; Sequence=VSP_011101; Name=3; IsoId=P14618-3; Sequence=VSP_043370;	UPI0000169DBC	CCDS32284.1 [P14618-1];CCDS32285.1 [P14618-2];	M23725;M26252;X56494;AK092369;AK222927;AK294315;AK300800;AK312253;AY352517;AC020779;CH471082;CH471082;BC000481;BC007640;BC007952;BC012811;BC035198;AF025439;	NP_001193725.1;NP_001193726.1;NP_001193727.1 [P14618-3];NP_001193728.1;NP_001303247.1;NP_002645.3 [P14618-1];NP_872270.1 [P14618-2];NP_872271.1 [P14618-2];XP_005254502.1 [P14618-1];XP_016877802.1;		1T5A;1ZJH;3BJF;3BJT;3G2G;3GQY;3GR4;3H6O;3ME3;3SRD;3SRF;3SRH;3U2Z;4B2D;4FXF;4FXJ;4G1N;4JPG;4QG6;4QG8;4QG9;4QGC;4RPP;4WJ8;4YJ5;5X0I;5X1V;5X1W;6B6U;6GG3;6GG4;6GG5;6GG6;6JFB;6NU1;6NU5;6NUB;6TTF;6TTH;6TTI;6TTQ;6V74;6V75;6V76;6WP3;6WP4;6WP5;6WP6;7L21;8G2E;8HMQ;8HMR;8HMS;8HMU;		P14618;	111332;	P14618;	CPX-3057 [P14618-1];CPX-3058 [P14618-1];CPX-3093 [P14618-2];	DIP-31273N;		P14618;	P14618;	9606.ENSP00000320171;	P14618;	CHEMBL1075189;	DB07697;DB07692;DB02726;DB07628;DB00787;DB11638;DB09130;DB08951;DB01733;DB11263;DB00119;											P14618;	rs17853396		P14618;	P14618;	P14618;	P14618;	9606-ENSP00000320171;	P14618;	53065 [P14618-3];	ENST00000319622.10 [P14618-2];ENST00000335181.10 [P14618-1];ENST00000568459.5 [P14618-2];	5315;	hsa:5315;	5315;	PKM;	HGNC:9021;	ENSG00000067225;	179050;	NX_P14618;		PA33353;	KOG2323;	ENSGT00390000008859;	CLU_015439_0_1_1;	RVHHIGE;	312683at2759;	P14618;	TF300390;	MetaCyc:HS00906-MONOMER;	2.7.1.40;	P14618;	R-HSA-6798695;R-HSA-70171;	P14618;	PKM2;	ENSG00000067225;	P14618;	cd00288;			IPR001697;IPR015813;IPR040442;IPR011037;IPR018209;IPR015793;IPR015795;IPR036918;IPR015806;	PTHR11817;PTHR11817:SF15;	PF00224;PF02887;		PR01050;		PS00110;		SSF51621;SSF50800;SSF52935;
81	P14672	SLC2A4	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P14672-1; Sequence=Displayed; Name=2; IsoId=P14672-2; Sequence=VSP_056331, VSP_056332;	UPI000004F0B3	CCDS11097.1 [P14672-1];	M20747;M91463;AC003688;BC034387;BC069615;BC069621;BC113592;BC126164;X58489;	NP_001033.1 [P14672-1];		7WSM;7WSN;		P14672;	112408;	P14672;				P14672;	P14672;	9606.ENSP00000320935;	P14672;	CHEMBL5874;	DB00126;DB01914;DB09341;DB09502;DB01296;									2.A.1.1.80;		P14672;	rs35198331 rs5434 rs8192702 rs121434581 rs775242206		P14672;	P14672;			9606-ENSP00000320935;	P14672;	53073 [P14672-1];58372;	ENST00000317370.13 [P14672-1];ENST00000572485.5 [P14672-2];ENST00000672821.1 [P14672-2];ENST00000673224.1 [P14672-1];	6517;	hsa:6517;	6517;	SLC2A4;	HGNC:11009;	ENSG00000181856;	125853;138190;	NX_P14672;		PA35879;	KOG0569;	ENSGT00940000160688;	CLU_001265_30_5_1;	PADHIYM;	1899001at2759;	P14672;	TF313762;			P14672;	R-HSA-1445148;R-HSA-189200;R-HSA-381340;	P14672;	GLUT4;	ENSG00000181856;	P14672;	cd17431;			IPR002441;IPR045263;IPR020846;IPR005828;IPR036259;IPR003663;IPR005829;	PTHR23503;PTHR23503:SF120;	PF00083;		PR01193;PR00171;		PS50850;PS00216;PS00217;		SSF103473;
82	P15104	GLUL	9606	ALTERNATIVE PRODUCTS:  	UPI000012B6E3	CCDS1344.1;	Y00387;X59834;S70290;AY486122;AY486123;BX537384;AL139344;BC010037;BC011700;BC011852;BC018992;BC031964;BC051726;	NP_001028216.1;NP_001028228.1;NP_002056.2;XP_006711341.1;		2OJW;2QC8;7EVT;8DNU;		P15104;	109014;			DIP-308N;		P15104;		9606.ENSP00000307900;	P15104;	CHEMBL4612;	DB11118;DB06774;DB01212;DB01119;DB08794;DB00142;DB00130;DB00134;DB00082;DB00466;	P15104;										P15104;	rs80358214 rs80358215		P15104;	P15104;	P15104;	P15104;	9606-ENSP00000307900;	P15104;	53107;	ENST00000311223.9;ENST00000331872.11;ENST00000339526.8;ENST00000417584.6;	2752;	hsa:2752;	2752;	GLUL;	HGNC:4341;	ENSG00000135821;	138290;610015;	NX_P15104;	71278;	PA28743;	KOG0683;	ENSGT00390000010047;	CLU_036762_1_1_1;	DRRPNAN;	1115057at2759;	P15104;	TF300491;	MetaCyc:HS06066-MONOMER;	6.3.1.2;	P15104;	R-HSA-210455;R-HSA-8964539;	P15104;		ENSG00000135821;	P15104;				IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;IPR027302;	PTHR20852;PTHR20852:SF45;	PF00120;PF03951;				PS00180;PS00181;PS51986;PS51987;	SM01230;	SSF54368;SSF55931;
83	P15121	AKR1B1	9606	ALTERNATIVE PRODUCTS:  	UPI000000D78E	CCDS5831.1;	J04795;J05017;X15414;M34720;M34721;J05474;M59783;M59856;AF032455;AF328729;AK313439;CR450351;CR542203;BT019859;CH236950;CH471070;BC000260;BC005387;BC010391;	NP_001619.1;		1ABN;1ADS;1AZ1;1AZ2;1EF3;1EL3;1IEI;1MAR;1PWL;1PWM;1T40;1T41;1US0;1X96;1X97;1X98;1XGD;1Z3N;1Z89;1Z8A;2ACQ;2ACR;2ACS;2ACU;2AGT;2DUX;2DUZ;2DV0;2F2K;2FZ8;2FZ9;2FZB;2FZD;2HV5;2HVN;2HVO;2I16;2I17;2IKG;2IKH;2IKI;2IKJ;2INE;2INZ;2IPW;2IQ0;2IQD;2IS7;2ISF;2J8T;2NVC;2NVD;2PD5;2PD9;2PDB;2PDC;2PDF;2PDG;2PDH;2PDI;2PDJ;2PDK;2PDL;2PDM;2PDN;2PDP;2PDQ;2PDU;2PDW;2PDX;2PDY;2PEV;2PF8;2PFH;2PZN;2QXW;2R24;3BCJ;3DN5;3G5E;3GHR;3GHS;3GHT;3GHU;3LBO;3LD5;3LEN;3LEP;3LQG;3LQL;3LZ3;3LZ5;3M0I;3M4H;3M64;3MB9;3MC5;3ONB;3ONC;3P2V;3Q65;3Q67;3RX2;3RX3;3RX4;3S3G;3T42;3U2C;3V35;3V36;4GCA;4GQ0;4IGS;4JIR;4LAU;4LAZ;4LB3;4LB4;4LBR;4LBS;4NKC;4PR4;4PRR;4PRT;4PUU;4PUW;4Q7B;4QBX;4QR6;4QX4;4QXI;4RPQ;4XZH;4XZI;4YS1;4YU1;5HA7;5OU0;5OUJ;5OUK;6F7R;6F81;6F82;6F84;6F8O;6SYW;6T27;6T3P;6T5G;6T7Q;6TD8;6TUC;6TUF;6TXP;6XUM;6Y03;6Y1P;8A4N;	P15121;	P15121;	106732;					P15121;	P15121;	9606.ENSP00000285930;	P15121;	CHEMBL1900;	DB07028;DB07030;DB07450;DB02101;DB08449;DB08000;DB07139;DB07498;DB02007;DB02020;DB11859;DB02994;DB04272;DB07187;DB00694;DB06246;DB01039;DB02021;DB16707;DB00143;DB02834;DB08084;DB01689;DB07063;DB06077;DB02518;DB00157;DB03461;DB05383;DB05533;DB05327;DB02712;DB00605;DB02383;DB02132;DB08772;DB07093;DB07999;DB08098;	P15121;	SLP:000001112;									P15121;	rs5054 rs5056 rs5057 rs2229542 rs5061 rs5062		P15121;	P15121;	P15121;		9606-ENSP00000285930;	P15121;	53108;	ENST00000285930.9;	231;	hsa:231;	231;	AKR1B1;	HGNC:381;	ENSG00000085662;	103880;	NX_P15121;		PA24675;	KOG1577;	ENSGT00940000153272;	CLU_023205_0_0_1;	LWNSQHH;	890110at2759;	P15121;	TF106492;	MetaCyc:HS01502-MONOMER;	1.1.1.188;1.1.1.21;	P15121;	R-HSA-196108;R-HSA-5652227;		AKR1B1;	ENSG00000085662;	P15121;	cd19107;			IPR020471;IPR018170;IPR023210;IPR036812;	PTHR11732:SF294;PTHR11732;	PF00248;	PIRSF000097;	PR00069;		PS00798;PS00062;PS00063;		SSF51430;
84	P15531	NME1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; Synonyms=NM23-H1A; IsoId=P15531-1; Sequence=Displayed; Name=2; Synonyms=NM23-H1B; IsoId=P15531-2; Sequence=VSP_036707; Name=3; Synonyms=NM23-LV; IsoId=P22392-2; Sequence=External;	UPI0000112099	CCDS11578.1 [P15531-2];CCDS11579.1 [P15531-1];	X17620;X73066;X75598;AF487339;AK291105;CR542104;CR542115;AC005839;CH471109;BC000293;BC018994;	NP_000260.1 [P15531-1];NP_937818.1 [P15531-2];		1JXV;1UCN;2HVD;2HVE;3L7U;4ENO;5UI4;8OOV;		P15531;	110894;	P15531;		DIP-39164N;		P15531;	P15531;	9606.ENSP00000337060;		CHEMBL2159;	DB02569;DB04068;DB03491;DB02181;DB04366;DB00787;DB00718;DB00640;DB02607;DB09130;DB01262;DB00441;DB04315;DB00709;DB02345;DB08934;DB02887;DB14126;DB09299;DB00300;DB03103;DB04542;DB01593;DB14487;DB14533;DB14548;											P15531;	rs121917887		P15531;	P15531;	P15531;		9606-ENSP00000337060;	P15531;	53183 [P15531-1];53184 [P15531-2];	ENST00000013034.3 [P15531-2];ENST00000336097.7 [P15531-2];ENST00000393196.8 [P15531-1];	4830;	hsa:4830;	4830;	NME1;	HGNC:7849;	ENSG00000239672;	156490;	NX_P15531;		PA249;	KOG0888;	ENSGT00940000162213;			3075753at2759;	P15531;	TF106373;	MetaCyc:ENSG00000011052-MONOMER;	2.7.13.3;2.7.4.6;	P15531;	R-HSA-499943;R-HSA-9748787;R-HSA-9755088;	P15531;	NME1;	ENSG00000239672;	P15531;	cd04413;		MF_00451;	IPR034907;IPR036850;IPR001564;IPR023005;	PTHR11349;PTHR11349:SF69;	PF00334;		PR01243;		PS00469;	SM00562;	SSF54919;
85	P16066	NPR1	9606	ALTERNATIVE PRODUCTS:  	UPI0000125B3D	CCDS1051.1;	X15357;AB010491;AF190631;EU326310;AL713889;CH471121;BC063304;S72628;	NP_000897.3;				P16066;	110941;		CPX-35;	DIP-46246N;		P16066;		9606.ENSP00000357669;	P16066;	CHEMBL1988;	DB01612;DB01613;DB00883;DB04899;DB00727;DB00325;DB05034;	P16066;								8.A.85.1.6;		P16066;	rs56019647 rs55837780 rs35240348 rs35479618		P16066;	P16066;	P16066;		9606-ENSP00000357669;	P16066;	53265;	ENST00000368680.4;	4881;	hsa:4881;	4881;	NPR1;	HGNC:7943;	ENSG00000169418;	108960;	NX_P16066;		PA31736;	KOG1023;	ENSGT00940000156223;	CLU_001072_1_3_1;	KCAYEKS;	3683909at2759;	P16066;	TF106338;		4.6.1.2;	P16066;	R-HSA-5578768;	P16066;	NPR1;	ENSG00000169418;	P16066;	cd07302;cd06385;cd14042;			IPR001054;IPR018297;IPR001828;IPR001170;IPR011009;IPR029787;IPR028082;IPR000719;IPR001245;	PTHR11920:SF300;PTHR11920;	PF01094;PF00211;PF07714;		PR00255;		PS00458;PS00452;PS50125;PS50011;	SM00044;	SSF55073;SSF53822;SSF56112;
86	P16118	PFKFB1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P16118-1; Sequence=Displayed; Name=2; IsoId=P16118-2; Sequence=VSP_054795;	UPI000012A3ED	CCDS14364.1 [P16118-1];CCDS65273.1 [P16118-2];	X52638;AK314089;AK300724;AL049732;AL020991;BC096079;M19938;	NP_001258733.1;NP_001258734.1 [P16118-2];NP_002616.2 [P16118-1];	P16118;	1K6M;		P16118;	111228;		CPX-1992;			P16118;		9606.ENSP00000364145;	P16118;	CHEMBL3421524;	DB02930;DB02393;DB04493;DB04137;DB13749;DB02515;										PFKFB1;	P16118;			P16118;	P16118;			9606-ENSP00000364145;	P16118;	5200;53291 [P16118-1];	ENST00000375006.8 [P16118-1];ENST00000545676.5 [P16118-2];	5207;	hsa:5207;	5207;	PFKFB1;	HGNC:8872;	ENSG00000158571;	311790;	NX_P16118;		PA33211;	KOG0234;	ENSGT00950000182835;	CLU_006383_1_1_1;	CKMEMIK;	2013830at2759;	P16118;	TF313541;	MetaCyc:HS08310-MONOMER;	2.7.1.105;3.1.3.46;	P16118;	R-HSA-163358;R-HSA-163767;R-HSA-9634600;			ENSG00000158571;	P16118;	cd07067;			IPR003094;IPR013079;IPR013078;IPR029033;IPR027417;IPR001345;	PTHR10606;PTHR10606:SF15;	PF01591;PF00300;	PIRSF000709;	PR00991;		PS00175;	SM00855;	SSF52540;SSF53254;
87	P17174	GOT1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P17174-1; Sequence=Displayed; Name=2; IsoId=P17174-2; Sequence=VSP_055799;	UPI000013CA75	CCDS7479.1 [P17174-1];	M37400;AF080467;AF080459;AF080460;AF080461;AF080462;AF080463;AF080464;AF080465;AF080466;AF052153;AK301916;AK312684;AL391684;CH471066;BC000498;	NP_002070.1 [P17174-1];		3II0;3WZF;6DNA;6DNB;6DND;6LIG;		P17174;	109067;					P17174;	P17174;	9606.ENSP00000359539;	P17174;	CHEMBL2189139;	DB00210;DB00128;DB09130;DB00151;DB00142;DB04299;DB00114;	P17174;										P17174;	rs749913156		P17174;	P17174;	P17174;	P17174;	9606-ENSP00000359539;	P17174;	53459 [P17174-1];6862;	ENST00000370508.7 [P17174-1];	2805;	hsa:2805;	2805;	GOT1;	HGNC:4432;	ENSG00000120053;	138180;614419;	NX_P17174;		PA28817;	KOG1412;	ENSGT00950000183082;	CLU_032440_1_2_1;	SWAIRYF;	1123851at2759;	P17174;	TF314089;	MetaCyc:HS04361-MONOMER;	2.6.1.1;2.6.1.64;	P17174;	R-HSA-1237112;R-HSA-70263;R-HSA-8963693;	P17174;	GOT1;	ENSG00000120053;	P17174;	cd00609;			IPR004839;IPR000796;IPR004838;IPR015424;IPR015421;IPR015422;	PTHR11879;PTHR11879:SF3;	PF00155;		PR00799;		PS00105;		SSF53383;
88	P17707	AMD1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P17707-1; Sequence=Displayed; Name=2; IsoId=P17707-2; Sequence=VSP_043209;	UPI0000140D27	CCDS5086.1 [P17707-1];	M21154;AL832698;AL357515;AL365206;CH471051;CH471051;CH471051;BC000171;	NP_001625.2 [P17707-1];		1I72;1I79;1I7B;1I7C;1I7M;1JEN;1JL0;1MSV;3DZ2;3DZ3;3DZ4;3DZ5;3DZ6;3DZ7;3EP3;3EP4;3EP5;3EP6;3EP7;3EP8;3EP9;3EPA;3EPB;3H0V;3H0W;		P17707;	106759;			DIP-363N;		P17707;	P17707;	9606.ENSP00000357880;	P17707;	CHEMBL4181;	DB08163;DB00118;DB01917;											P17707;			P17707;	P17707;	P17707;		9606-ENSP00000357880;	P17707;	53510 [P17707-1];53511 [P17707-2];	ENST00000368882.8 [P17707-1];ENST00000368885.8 [P17707-1];	262;	hsa:262;	262;	AMD1;	HGNC:457;	ENSG00000123505;	180980;	NX_P17707;		PA24763;	KOG0788;	ENSGT00390000011776;	CLU_023050_1_0_1;	WFEESSN;	1663at2759;	P17707;	TF313561;		4.1.1.50;	P17707;	R-HSA-351202;			ENSG00000123505;	P17707;				IPR001985;IPR016067;IPR018166;	PTHR11570;PTHR11570:SF0;	PF01536;	PIRSF001355;			PS01336;		SSF56276;
89	P17735	TAT	9606	ALTERNATIVE PRODUCTS:  	UPI0000126636	CCDS10903.1;	X52520;X52509;X52510;X52511;X52512;X52513;X52514;X52515;X52516;X52517;X52518;X52519;X55675;AK313380;CH471166;CH471166;	NP_000344.1;		3DYD;		P17735;	112761;					P17735;		9606.ENSP00000348234;		CHEMBL3043;	DB00142;DB00120;DB00114;DB00135;											P17735;	rs16973344 rs587776511			P17735;	P17735;		9606-ENSP00000348234;	P17735;	53512;	ENST00000355962.5;	6898;	hsa:6898;	6898;	TAT;	HGNC:11573;	ENSG00000198650;	276600;613018;	NX_P17735;	28378;	PA36338;	KOG0259;	ENSGT00940000156704;	CLU_017584_4_2_1;	CALDLCI;	5474881at2759;	P17735;	TF105999;	MetaCyc:HS06761-MONOMER;		P17735;	R-HSA-8963684;			ENSG00000198650;	P17735;	cd00609;			IPR004839;IPR004838;IPR015424;IPR015421;IPR015422;IPR011715;IPR005958;IPR005957;	PTHR45744;PTHR45744:SF2;	PF00155;PF07706;	PIRSF000517;			PS00105;		SSF53383;
90	P17858	PFKL	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P17858-1; Sequence=Displayed; Name=2; Synonyms=a; IsoId=P17858-2; Sequence=VSP_011854;	UPI0000169D5F	CCDS33582.1 [P17858-1];	X15573;X16911;X16912;X16913;X16914;X16915;X16916;X16917;X16918;X16919;X16920;X16921;X16922;X16923;X16924;X16925;X16926;X16927;X16928;X16929;X16930;AP001754;BC006422;BC007536;BC008964;BC009919;	NP_001002021.2;NP_002617.3 [P17858-1];		7LW1;		P17858;	111232;	P17858;	CPX-1998;CPX-2000;CPX-2001;CPX-2002;			P17858;	P17858;	9606.ENSP00000269848;		CHEMBL2191;												P17858;	rs755851304 rs1057037		P17858;	P17858;	P17858;		9606-ENSP00000269848;	P17858;	53520 [P17858-1];53521 [P17858-2];	ENST00000349048.9 [P17858-1];	5211;	hsa:5211;	5211;	PFKL;	HGNC:8876;	ENSG00000141959;	171860;	NX_P17858;		PA33215;	KOG2440;	ENSGT00940000159292;	CLU_011053_0_0_1;	HNVAGWT;	374214at2759;	P17858;	TF300411;	MetaCyc:HS06881-MONOMER;	2.7.1.11;	P17858;	R-HSA-6798695;R-HSA-70171;	P17858;	PFKL;	ENSG00000141959;	P17858;	cd00764;		MF_03184;	IPR009161;IPR022953;IPR041914;IPR015912;IPR000023;IPR035966;	PTHR13697:SF14;PTHR13697;	PF00365;	PIRSF000533;	PR00476;		PS00433;		SSF53784;
91	P19367	HK1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; Synonyms=Common; IsoId=P19367-1; Sequence=Displayed; Name=2; Synonyms=Erythrocyte, R; IsoId=P19367-2; Sequence=VSP_002071; Name=3; Synonyms=TA, TB; IsoId=P19367-3; Sequence=VSP_002072; Name=4; Synonyms=TD; IsoId=P19367-4; Sequence=VSP_002073;	UPI0000111BA5	CCDS7289.1 [P19367-3];CCDS7291.1 [P19367-2];CCDS7292.1 [P19367-1];	M75126;AF016365;AF016349;AF016351;AF016352;AF016353;AF016354;AF016355;AF016356;AF016357;AF016358;AF016359;AF016360;AF016361;AF016362;AF016363;AF016364;AF016365;AF016349;AF016351;AF016352;AF016353;AF016354;AF016355;AF016356;AF016357;AF016358;AF016359;AF016360;AF016361;AF016362;AF016363;AF016364;AF016365;AF163910;AF163911;AF016351;AF016352;AF016353;AF016354;AF016355;AF016356;AF016357;AF016358;AF016359;AF016360;AF016361;AF016362;AF016363;AF016364;AF016365;AF163912;AF016351;AF016352;AF016353;AF016354;AF016355;AF016356;AF016357;AF016358;AF016359;AF016360;AF016361;AF016362;AF016363;AF016364;AC016821;AL596223;AL672126;BC008730;AF073786;AF029306;X66957;	NP_000179.2 [P19367-1];NP_001309293.1 [P19367-3];NP_277031.1 [P19367-2];NP_277032.1 [P19367-3];NP_277033.1 [P19367-3];NP_277035.2 [P19367-4];XP_011538034.1;		1CZA;1DGK;1HKB;1HKC;1QHA;4F9O;4FOE;4FOI;4FPA;4FPB;		P19367;	109345;	P19367;		DIP-56245N;		P19367;	P19367;	9606.ENSP00000402103;	P19367;	CHEMBL2688;	DB02007;DB02379;DB01914;DB09341;DB09502;DB06266;DB04395;											P19367;	rs1064795154 rs1564557037 rs1064794848 rs1057517928 rs137853249 rs398122379 rs1054203 rs777849213		P19367;	P19367;	P19367;	P19367;	9606-ENSP00000402103;	P19367;	53648 [P19367-1];53649 [P19367-2];53650 [P19367-3];53651 [P19367-4];	ENST00000298649.8 [P19367-2];ENST00000359426.7 [P19367-1];ENST00000436817.6 [P19367-3];ENST00000643399.2 [P19367-3];	3098;	hsa:3098;	3098;	HK1;	HGNC:4922;	ENSG00000156515;	142600;235700;605285;617460;618547;	NX_P19367;	99953;90031;	PA29300;	KOG1369;	ENSGT00950000182787;	CLU_014393_1_0_1;	KEPNALD;	5481886at2759;	P19367;	TF314238;	MetaCyc:HS08136-MONOMER;	2.7.1.1;	P19367;	R-HSA-5619056;R-HSA-70171;	P19367;		ENSG00000156515;	P19367;	cd00012;			IPR043129;IPR001312;IPR019807;IPR022673;IPR022672;	PTHR19443;PTHR19443:SF10;	PF00349;PF03727;		PR00475;		PS00378;PS51748;		SSF53067;
92	P19623	SRM	9606	ALTERNATIVE PRODUCTS:  	UPI0000049054	CCDS125.1;	M34338;M64231;AL109811;CH471130;BC000309;BC033106;	NP_003123.2;		2O05;2O06;2O07;2O0L;3RW9;		P19623;	112601;					P19623;		9606.ENSP00000366156;	P19623;	CHEMBL4232;	DB00118;											P19623;	rs1049932		P19623;	P19623;	P19623;		9606-ENSP00000366156;	P19623;	53682;	ENST00000376957.7;	6723;	hsa:6723;	6723;	SRM;	HGNC:11296;	ENSG00000116649;	182891;	NX_P19623;		PA36120;	KOG1562;	ENSGT00870000136521;	CLU_048199_3_1_1;	TYPSGMW;	1126121at2759;	P19623;	TF314466;	MetaCyc:HS04027-MONOMER;	2.5.1.16;	P19623;	R-HSA-351202;			ENSG00000116649;	P19623;	cd02440;		MF_00198;	IPR030374;IPR030373;IPR029063;IPR001045;IPR030668;IPR035246;IPR037163;	PTHR11558:SF11;PTHR11558;	PF17284;PF01564;	PIRSF000502;			PS01330;PS51006;		SSF53335;
93	P20020	ATP2B1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=6; Name=B; Synonyms=CI, hPMCA1b {ECO:0000303|PubMed:1332771}; IsoId=P20020-3; Sequence=Displayed; Name=D; Synonyms=CIV, hPMCA1d {ECO:0000303|PubMed:1332771}; IsoId=P20020-1; Sequence=VSP_059773; Name=A; Synonyms=CII, hPMCA1a {ECO:0000303|PubMed:1332771}; IsoId=P20020-2; Sequence=VSP_059774, VSP_059775; Name=C; Synonyms=CIII, hPMCA1c {ECO:0000303|PubMed:1332771}; IsoId=P20020-4; Sequence=VSP_059772; Name=E; Synonyms=CV; IsoId=P20020-5; Sequence=VSP_059774, VSP_059776; Name=K; IsoId=P20020-6; Sequence=VSP_059771;	UPI000002A436	CCDS41817.1 [P20020-2];CCDS9035.1 [P20020-3];CCDS91736.1 [P20020-5];	J04027;M95541;M95542;L14561;L14561;M25824;M25824;M25824;S49852;U15686;U15687;	NP_001001323.1 [P20020-2];NP_001673.2 [P20020-3];XP_011536709.1;XP_016874847.1;		6A69;		P20020;	106980;					P20020;	P20020;	9606.ENSP00000392043;			DB01189;DB01159;DB00867;DB01236;									3.A.3.2.25;		P20020;	rs1879993052 rs781703158 rs1161061134 rs1433458409		P20020;	P20020;	P20020;		9606-ENSP00000392043;	P20020;	53706 [P20020-1];53707 [P20020-2];53708 [P20020-3];53709 [P20020-4];53710 [P20020-5];53711 [P20020-6];	ENST00000359142.8 [P20020-2];ENST00000428670.8 [P20020-3];ENST00000551310.2 [P20020-2];ENST00000705822.1 [P20020-5];	490;	hsa:490;	490;	ATP2B1;	HGNC:814;	ENSG00000070961;	108731;619910;	NX_P20020;	528084;	PA25107;	KOG0204;	ENSGT00940000158686;		MYVKGAS;	847at2759;	P20020;	TF300330;		7.2.2.10;	P20020;	R-HSA-418359;R-HSA-5578775;R-HSA-936837;R-HSA-9662360;	P20020;	ATP2B1;	ENSG00000070961;	P20020;	cd02081;			IPR022141;IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006408;IPR001757;IPR044492;	PTHR24093;PTHR24093:SF245;	PF12424;PF13246;PF00689;PF00690;PF00122;PF00702;		PR00119;		PS00154;	SM00831;	SSF81653;SSF81665;SSF56784;SSF81660;
94	P20594	NPR2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=Long; IsoId=P20594-1; Sequence=Displayed; Name=Short; Synonyms=NPR-BI; IsoId=P20594-2; Sequence=VSP_001810;	UPI0000125B42	CCDS6590.1 [P20594-1];	AB005647;AJ005282;AL133410;EU326311;EU326311;CH471071;CH471071;CH471071;CH471071;BC023017;	NP_003986.2 [P20594-1];				P20594;	110942;					P20594;		9606.ENSP00000341083;	P20594;	CHEMBL1795;	DB01613;DB04899;DB11928;									8.A.85.1.2;		P20594;	rs28931581 rs796065355 rs758478717 rs28931582 rs28929479 rs768423636 rs55747238 rs139036657 rs1313765432 rs1828087195 rs796065356 rs587777597 rs587777596 rs1314542724 rs1305337032 rs5816 rs1303913631 rs766256429 rs55700371 rs370158184		P20594;	P20594;	P20594;		9606-ENSP00000341083;	P20594;	53766 [P20594-1];53767 [P20594-2];	ENST00000342694.7 [P20594-1];	4882;	hsa:4882;	4882;	NPR2;	HGNC:7944;	ENSG00000159899;	108961;602875;615923;616255;	NX_P20594;	40;329191;	PA257;	KOG1023;	ENSGT00940000156985;	CLU_001072_1_3_1;	AAKSEHY;	3683909at2759;	P20594;	TF106338;		4.6.1.2;	P20594;	R-HSA-5578768;		NPR2;	ENSG00000159899;	P20594;	cd07302;cd06384;cd14042;			IPR001054;IPR018297;IPR001828;IPR001170;IPR011009;IPR029787;IPR028082;IPR000719;IPR001245;	PTHR11920:SF494;PTHR11920;	PF01094;PF00211;PF07714;		PR00255;		PS00458;PS00452;PS50125;PS50011;	SM00044;	SSF55073;SSF53822;SSF56112;
