	Entry	Gene Names (primary)	Organism (ID)	Alternative products (isoforms)	EC number	Rhea ID	UniParc	Gene Ontology IDs	Chain	PubMed ID	CCDS	EMBL	RefSeq	BMRB	PDB	SASBDB	SMR	BioGRID	CORUM	ComplexPortal	DIP	ELM	IntAct	MINT	STRING	BindingDB	ChEMBL	DrugBank	DrugCentral	GuidetoPHARMACOLOGY	SwissLipids	Allergome	CAZy	IDEAL	MEROPS	PeroxiBase	REBASE	TCDB	DEPOD	PhosphoSitePlus	dbSNP	COMPLUYEAST-2DPAGE	EPD	MassIVE	MaxQB	PRIDE	PaxDb	PeptideAtlas	ProteomicsDB	Ensembl	EnsemblBacteria	EnsemblFungi	EnsemblMetazoa	EnsemblPlants	EnsemblProtists	GeneID	Gramene	KEGG	VectorBase	WBParaSite	ArachnoServer	CGD	ConoServer	CTD	dictyBase	EchoBASE	GeneCards	HGNC	HPA	MGI	MIM	neXtProt	Orphanet	PharmGKB	PomBase	RGD	SGD	TAIR	TubercuList	VGNC	WormBase	Xenbase	ZFIN	eggNOG	GeneTree	HOGENOM	OMA	OrthoDB	PhylomeDB	TreeFam	BioCyc	BRENDA	PathwayCommons	Reactome	SIGNOR	GeneWiki	Bgee	ExpressionAtlas	CDD	DisProt	HAMAP	InterPro	PANTHER	Pfam	PIRSF	PRINTS	PROSITE	SMART	SUPFAM
158	P12955	PEPD	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; IsoId=P12955-1; Sequence=Displayed; Name=2; IsoId=P12955-2; Sequence=VSP_042629; Name=3; IsoId=P12955-3; Sequence=VSP_045370;	3.4.13.9	RHEA:76407	UPI000006F8BF	GO:0004181; GO:0006508; GO:0006520; GO:0008233; GO:0030145; GO:0030574; GO:0043069; GO:0070006; GO:0070062; GO:0102009	"CHAIN 2..493; /note=""Xaa-Pro dipeptidase""; /id=""PRO_0000185087"""	2925654; 14702039; 15057824; 15489334; 11840567; 17081196; 19413330; 21269460; 22223895; 24275569; 35165443; 28677335; 2365824; 8198124; 8900231; 12384772	CCDS42544.1 [P12955-1];CCDS54244.1 [P12955-3];CCDS54245.1 [P12955-2];	J04605;BT006692;AK290756;AK290781;AK291561;AK293126;AK294619;AC008744;AC010485;BC004305;BC015027;BC028295;	NP_000276.2 [P12955-1];NP_001159528.1 [P12955-2];NP_001159529.1 [P12955-3];		2IW2;2OKN;5M4G;5M4J;5M4L;5M4Q;5MBY;5MBZ;5MC0;5MC1;5MC2;5MC3;5MC4;5MC5;6H2P;6H2Q;6QSB;6QSC;6SRE;6SRF;6SRG;		P12955;	111208;			DIP-50038N;		P12955;		9606.ENSP00000244137;	P12955;	CHEMBL4185;								M24.007;					P12955;	rs121917722 rs121917721 rs121917723 rs2230062 rs17570 rs121917724 rs757386104		P12955;	P12955;	P12955;		9606-ENSP00000244137;	P12955;	19434;52886 [P12955-1];52887 [P12955-2];	ENST00000244137.12 [P12955-1];ENST00000397032.8 [P12955-2];ENST00000436370.7 [P12955-3];						5184;		hsa:5184;						5184;			PEPD;	HGNC:8840;	ENSG00000124299;		170100;613230;	NX_P12955;	742;	PA33181;										KOG2737;	ENSGT00940000153657;	CLU_017266_1_2_1;	HALFFPH;	1377484at2759;	P12955;	TF313396;		3.4.13.9;	P12955;			PEPD;	ENSG00000124299;	P12955;	cd01087;			IPR007865;IPR029149;IPR036005;IPR000994;IPR001131;	PTHR43226;PTHR43226:SF1;	PF05195;PF00557;			PS00491;	SM01011;	SSF55920;SSF53092;
159	P13637	ATP1A3	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; IsoId=P13637-1; Sequence=Displayed; Name=2; IsoId=P13637-2; Sequence=VSP_046956; Name=3; IsoId=P13637-3; Sequence=VSP_046957;	7.2.2.13	RHEA:18353	UPI000013E791	GO:0001540; GO:0001917; GO:0005391; GO:0005524; GO:0005783; GO:0005794; GO:0005886; GO:0005890; GO:0006883; GO:0016020; GO:0016887; GO:0030007; GO:0030424; GO:0031090; GO:0032809; GO:0036376; GO:0043025; GO:0045202; GO:0046872; GO:0051087; GO:0060075; GO:0060342; GO:0071383; GO:0086064; GO:0098984; GO:1902600; GO:1903416; GO:1903561; GO:1904646; GO:1990239; GO:1990535; GO:1990573	"CHAIN 1..1013; /note=""Sodium/potassium-transporting ATPase subunit alpha-3""; /id=""PRO_0000046298"""	2838329; 2834163; 14702039; 15057824; 15489334; 3030810; 3036582; 7711835; 21269460; 15260953; 19351654; 19652145; 22850527; 22842232; 23409136; 24468074; 24631656; 26993267; 33880529	CCDS12594.1 [P13637-1];CCDS58663.1 [P13637-2];CCDS58664.1 [P13637-3];	M37457;M37436;M37437;M37438;M37462;M37439;M37440;M37441;M37442;M37443;M37444;M37445;M37447;M37448;M37449;M37450;M37451;M37452;M37453;M37454;M37455;M37456;X12910;X12911;X12912;X12913;X12914;X12915;X12916;X12917;X12919;X12920;X12921;X12922;X12923;AK295078;AK296557;AC010616;BC009282;BC009394;BC015566;M28286;M28284;M28285;M28293;M28287;M35821;M35822;M28289;M28290;M28291;M28292;M27577;M27570;M27573;	NP_001243142.1 [P13637-2];NP_001243143.1 [P13637-3];NP_689509.1 [P13637-1];		8D3U;8D3V;8D3W;8D3X;8D3Y;		P13637;	106968;					P13637;	P13637;	9606.ENSP00000444688;		CHEMBL2095186;	DB09020;DB01092;DB09479;DB16690;	P13637;									3.A.3.1.1;		P13637;	rs542652468 rs542652468 rs606231427 rs1396898460 rs80356532 rs80356532 rs80356533 rs879255368 rs606231428 rs606231430 rs606231433 rs80356534 rs557052809 rs557052809 rs80356535 rs534926223 rs606231437 rs606231437 rs80356536 rs80356537 rs80356537 rs549006436 rs536681257 rs387907282 rs387907281 rs587777771 rs606231443 rs267606670 rs267606670 rs1555859157 rs606231444 rs398122887 rs606231446 rs606231447		P13637;	P13637;	P13637;		9606-ENSP00000444688;	P13637;	27209;52946 [P13637-1];6459;	ENST00000543770.5 [P13637-2];ENST00000545399.6 [P13637-3];ENST00000648268.1 [P13637-1];						478;		hsa:478;						478;			ATP1A3;	HGNC:801;	ENSG00000105409;		128235;182350;601338;614820;619606;	NX_P13637;	2131;1171;442835;71517;	PA64;										KOG0203;	ENSGT00940000160476;		FGIDDYI;	203629at2759;	P13637;	TF312838;			P13637;	R-HSA-5578775;R-HSA-936837;R-HSA-9679191;	P13637;	ATP1A3;	ENSG00000105409;	P13637;	cd02608;			IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR005775;IPR001757;IPR044492;	PTHR43294;PTHR43294:SF15;	PF13246;PF00689;PF00690;PF00122;		PR00119;PR00121;	PS00154;	SM00831;	SSF81653;SSF81665;SSF56784;SSF81660;
160	P13667	PDIA4	9606	ALTERNATIVE PRODUCTS:  	5.3.4.1		UPI000004062C	GO:0003723; GO:0003756; GO:0005615; GO:0005783; GO:0005788; GO:0006457; GO:0009306; GO:0009986; GO:0015035; GO:0034976; GO:0042470; GO:0061077	"CHAIN 21..645; /note=""Protein disulfide-isomerase A4""; /id=""PRO_0000034229"""	2549034; 2002068; 14702039; 12853948; 15489334; 12475965; 12643545; 17081065; 19608861; 21269460; 24275569; 25944712; 20600112	CCDS5893.1;	J05016;AK290971;AC093743;CH471146;CH471146;BC000425;BC001928;BC006344;BC011754;	NP_004902.1;		3IDV;		P13667;	114966;					P13667;	P13667;	9606.ENSP00000499129;	P13667;	CHEMBL4295717;													P13667;	rs2290971		P13667;	P13667;	P13667;		9606-ENSP00000286091;	P13667;	52955;	ENST00000652332.1;						9601;		hsa:9601;						9601;			PDIA4;	HGNC:30167;	ENSG00000155660;		620018;	NX_P13667;		PA142671190;										KOG0190;	ENSGT00940000157738;	CLU_025879_6_2_1;	FRSKHEP;	5399045at2759;	P13667;	TF106382;		5.3.4.1;	P13667;				ENSG00000155660;	P13667;	cd02961;cd02995;cd03073;cd03068;			IPR005788;IPR041866;IPR005792;IPR017068;IPR036249;IPR017937;IPR013766;	PTHR18929;PTHR18929:SF210;	PF00085;PF13848;	PIRSF036862;	PR00421;	PS00014;PS00194;PS51352;		SSF52833;
161	P13716	ALAD	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P13716-1; Sequence=Displayed; Name=2; IsoId=P13716-2; Sequence=VSP_037866;	4.2.1.24	RHEA:24064	UPI0000037431	GO:0001666; GO:0003824; GO:0004655; GO:0005576; GO:0005634; GO:0005829; GO:0006782; GO:0006783; GO:0006979; GO:0008270; GO:0009410; GO:0009635; GO:0010039; GO:0010043; GO:0010044; GO:0010212; GO:0010266; GO:0010269; GO:0014823; GO:0032025; GO:0032496; GO:0033197; GO:0034774; GO:0042802; GO:0043200; GO:0045471; GO:0046685; GO:0046686; GO:0046689; GO:0051260; GO:0051384; GO:0051597; GO:0070062; GO:0070541; GO:0070542; GO:0071284; GO:0071353; GO:1901799; GO:1904813; GO:1904854	"CHAIN 1..330; /note=""Delta-aminolevulinic acid dehydratase""; /id=""PRO_0000140526"""	3463993; 1678509; 1569184; 14702039; 15164053; 15489334; 12665801; 3092810; 1769358; 11032836; 17966070; 19812033; 21269460; 24275569; 12897770; 1716854; 2063868; 1309003; 10519994; 10706561; 16398658; 17236137	CCDS6794.2 [P13716-1];	M13928;X64467;S99468;S99471;AK290490;AK312552;AY319481;AL137066;BC000977;	NP_000022.3 [P13716-1];NP_001003945.1 [P13716-2];XP_011516666.1;		1E51;1PV8;5HMS;5HNR;		P13716;	106712;					P13716;		9606.ENSP00000386284;	P13716;	CHEMBL3126;	DB02878;DB04560;DB02260;DB04781;DB00855;DB02068;DB02239;DB02272;												P13716;	rs121912984 rs1800435 rs121912980 rs1554740221 rs121912982 rs121912983 rs121912981		P13716;	P13716;	P13716;		9606-ENSP00000386284;	P13716;	52973 [P13716-1];52974 [P13716-2];	ENST00000409155.8 [P13716-1];						210;		hsa:210;						210;			ALAD;	HGNC:395;	ENSG00000148218;		125270;612740;	NX_P13716;	100924;	PA24687;										KOG2794;	ENSGT00390000006998;	CLU_035731_0_1_1;	YQMDYAN;	2782182at2759;	P13716;	TF300665;	MetaCyc:HS07501-MONOMER;	4.2.1.24;	P13716;	R-HSA-189451;R-HSA-6798695;		ALAD;	ENSG00000148218;	P13716;	cd04824;			IPR001731;IPR030656;IPR013785;	PTHR11458;PTHR11458:SF0;	PF00490;	PIRSF001415;	PR00144;	PS00169;	SM01004;	SSF51569;
162	P13798	APEH	9606	ALTERNATIVE PRODUCTS:  	3.4.19.1		UPI00000735A1	GO:0003723; GO:0004252; GO:0005576; GO:0005829; GO:0006415; GO:0006508; GO:0008242; GO:0031965; GO:0042802; GO:0050435; GO:0070062; GO:1904813	"CHAIN 1..732; /note=""Acylamino-acid-releasing enzyme""; /id=""PRO_0000122430"""	8724851; 10719179; 15489334; 2565880; 10395453; 1861871; 2006156; 1740429; 18669648; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 8411161	CCDS2801.1;	D38441;AF141383;BC000362;BC001499;BC001826;J03068;	NP_001631.3;XP_011531962.1;				P13798;	106824;					P13798;		9606.ENSP00000296456;		CHEMBL1741174;			2328;					S09.004;					P13798;	rs3816877		P13798;	P13798;	P13798;		9606-ENSP00000296456;	P13798;	52988;	ENST00000296456.10;						327;		hsa:327;						327;			APEH;	HGNC:586;	ENSG00000164062;		102645;	NX_P13798;		PA24878;										KOG2100;	ENSGT00390000013172;	CLU_014230_1_1_1;	DVKDVHF;	2877590at2759;	P13798;	TF312937;	MetaCyc:HS08997-MONOMER;	3.4.19.1;	P13798;	R-HSA-6798695;R-HSA-72764;		APEH_(gene);	ENSG00000164062;	P13798;				IPR011042;IPR045550;IPR029058;IPR002471;IPR001375;	PTHR42776:SF4;PTHR42776;	PF19283;PF00326;			PS00708;		SSF53474;SSF50993;
163	P13807	GYS1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P13807-1; Sequence=Displayed; Name=2; IsoId=P13807-2; Sequence=VSP_042745;	2.4.1.11	RHEA:18549	UPI0000000C44	GO:0004373; GO:0005536; GO:0005737; GO:0005829; GO:0005978; GO:0007507; GO:0016020; GO:0016234; GO:0061547	"CHAIN 1..737; /note=""Glycogen [starch] synthase, muscle""; /id=""PRO_0000194763"""	2493642; 7657035; 9010351; 15057824; 15489334; 17055998; 17928598; 18691976; 18669648; 19413330; 19690332; 21269460; 21668450; 21406692; 23186163; 24275569; 35690592; 35835870	CCDS12747.1 [P13807-1];CCDS54292.1 [P13807-2];	J04501;Z33622;Z33623;Z33609;Z33624;Z33625;Z33626;Z33610;Z33627;Z33628;Z33629;Z33630;Z33631;Z33633;U32573;AC008687;AC026803;AC098792;CH471177;BC002617;BC003182;BC007688;	NP_001155059.1 [P13807-2];NP_002094.2 [P13807-1];		7Q0B;7Q0S;7Q12;7Q13;7ZBN;8CVX;8CVY;8CVZ;		P13807;	109252;					P13807;	P13807;	9606.ENSP00000317904;	P13807;	CHEMBL4000;						GT3;							P13807;	rs5455 rs5456 rs5461 rs5465 rs5447 rs200862074 rs5450 rs5453		P13807;	P13807;	P13807;		9606-ENSP00000317904;	P13807;	52994 [P13807-1];52995 [P13807-2];	ENST00000263276.6 [P13807-2];ENST00000323798.8 [P13807-1];						2997;		hsa:2997;						2997;			GYS1;	HGNC:4706;	ENSG00000104812;		138570;611556;	NX_P13807;	137625;	PA29084;										KOG3742;	ENSGT00390000018612;	CLU_015910_1_0_1;	RDVRNHI;	9432at2759;	P13807;	TF300306;	MetaCyc:HS02622-MONOMER;	2.4.1.11;	P13807;	R-HSA-3322077;R-HSA-3785653;R-HSA-3814836;R-HSA-3828062;	P13807;		ENSG00000104812;	P13807;	cd03793;			IPR008631;	PTHR10176:SF2;PTHR10176;	PF05693;					SSF53756;
164	P14174	MIF	9606	ALTERNATIVE PRODUCTS:  	5.3.2.1; 5.3.3.12	RHEA:17097 RHEA:13041	UPI000005273C	GO:0001516; GO:0001819; GO:0002020; GO:0002906; GO:0004167; GO:0005125; GO:0005126; GO:0005576; GO:0005615; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006954; GO:0007166; GO:0008284; GO:0009986; GO:0010629; GO:0010739; GO:0010760; GO:0019752; GO:0030330; GO:0030336; GO:0030890; GO:0031666; GO:0031982; GO:0032760; GO:0033033; GO:0033138; GO:0034774; GO:0042056; GO:0042327; GO:0042802; GO:0043030; GO:0043066; GO:0043518; GO:0045087; GO:0048146; GO:0050178; GO:0050731; GO:0051248; GO:0061078; GO:0061081; GO:0070062; GO:0070207; GO:0070374; GO:0090238; GO:0090398; GO:1902166; GO:1904813; GO:2000343; GO:2000773	"CHAIN 2..115; /note=""Macrophage migration inhibitory factor""; /id=""PRO_0000158062"""	2552447; 8234256; 7947826; 8188240; 15461802; 14702039; 15489334; 12665801; 1286669; 7683862; 7679497; 11089976; 11508429; 11439086; 12681488; 12782713; 15908412; 17443469; 19454686; 19608861; 21269460; 22223895; 22814378; 24275569; 25944712; 8766818; 8610159; 8643551; 10353846; 11170644; 17526494; 19090677; 23776208	CCDS13819.1;	M25639;L10612;Z23063;L19686;AF469046;EF611126;CR456520;AK311929;CR407644;CR541651;BT007148;DQ307455;CH471095;BC000447;BC007676;BC008914;BC013976;BC022414;BC053376;M95775;	NP_002406.1;		1CA7;1CGQ;1GCZ;1GD0;1GIF;1LJT;1MIF;1P1G;2OOH;2OOW;2OOZ;3B9S;3CE4;3DJH;3DJI;3HOF;3IJG;3IJJ;3JSF;3JSG;3JTU;3L5P;3L5R;3L5S;3L5T;3L5U;3L5V;3SMB;3SMC;3U18;3WNR;3WNS;3WNT;4ETG;4EUI;4EVG;4F2K;4GRN;4GRO;4GRP;4GRQ;4GRR;4GRU;4GUM;4K9G;4OSF;4OYQ;4P01;4P0H;4PKK;4PKZ;4PLU;4TRF;4TRU;4WR8;4WRB;4XX7;4XX8;4Z15;4Z1T;4Z1U;5B4O;5BS9;5BSC;5BSI;5BSJ;5EIZ;5HVS;5HVT;5HVV;5J7P;5J7Q;5UMJ;5UMK;5UZY;5V70;5V73;5XEJ;6B1C;6B1K;6B2C;6BG6;6BG7;6CB5;6CBF;6CBG;6CBH;6FVE;6FVH;6OY8;6OYB;6OYE;6OYG;6PEG;7E45;7E47;7E49;7E4A;7E4B;7E4C;7KQX;7XTX;7XVX;	P14174;	P14174;	110428;			DIP-31137N;		P14174;	P14174;	9606.ENSP00000215754;	P14174;	CHEMBL2085;	DB01880;DB07888;DB08334;DB08335;DB08333;DB07718;DB08765;DB02728;												P14174;			P14174;	P14174;	P14174;		9606-ENSP00000215754;	P14174;	53030;	ENST00000215754.8;ENST00000613839.2;						4282;		hsa:4282;						4282;			MIF;	HGNC:7097;	ENSG00000240972;		153620;604302;	NX_P14174;	586;85414;	PA30819;										KOG1759;	ENSGT00940000155608;	CLU_129906_1_1_1;	YINFFDM;	296050at2759;	P14174;	TF313853;		5.3.2.1;5.3.3.12;	P14174;	R-HSA-202733;R-HSA-6798695;R-HSA-8950505;	P14174;	Macrophage_migration_inhibitory_factor;	ENSG00000240972;	P14174;				IPR001398;IPR019829;IPR014347;	PTHR11954;PTHR11954:SF6;	PF01187;			PS01158;		SSF55331;
165	P14324	FDPS	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P14324-1; Sequence=Displayed; Name=2; IsoId=P14324-2; Sequence=VSP_046958;	2.5.1.1; 2.5.1.10	RHEA:22408 RHEA:19361	UPI000006E4F7	GO:0003723; GO:0004161; GO:0004337; GO:0005654; GO:0005737; GO:0005829; GO:0006695; GO:0033384; GO:0045337; GO:0046872	"CHAIN 1..419; /note=""Farnesyl pyrophosphate synthase""; /id=""PRO_0000123944"""	1968462; 7584026; 14702039; 16710414; 15489334; 2690933; 11773414; 18005724; 15827605; 19413330; 19608861; 21269460; 22223895; 22814378; 24275569; 26202976; 25944712; 29192674; 16892359; 16684881; 19309137	CCDS1110.1 [P14324-1];CCDS44241.1 [P14324-2];	J05262;D14697;AK291084;AL139410;CH471121;CH471121;CH471121;BC010004;BQ062616;M29863;	NP_001129293.1 [P14324-1];NP_001129294.1 [P14324-2];NP_001229753.1 [P14324-2];NP_001229754.1;NP_001995.1 [P14324-1];XP_005245019.1;XP_005245020.1;		1YQ7;1YV5;1ZW5;2F7M;2F89;2F8C;2F8Z;2F92;2F94;2F9K;2OPM;2OPN;2QIS;2RAH;2VF6;3B7L;3CP6;3N1V;3N1W;3N3L;3N45;3N46;3N49;3N5H;3N5J;3N6K;3RYE;3S4J;4DEM;4GA3;4H5C;4H5D;4H5E;4JVJ;4KFA;4KPD;4KPJ;4KQ5;4KQS;4KQU;4L2X;4LFV;4LPG;4LPH;4N1Z;4N9U;4NFI;4NFJ;4NFK;4NG6;4NKE;4NKF;4NUA;4OGU;4P0V;4P0W;4P0X;4PVX;4PVY;4Q23;4QPF;4QXS;4RXA;4XQR;4XQS;4XQT;5CG5;5CG6;5DGM;5DGN;5DGS;5DIQ;5DJP;5DJR;5DJV;5JA0;5JUZ;5JV0;5JV1;5JV2;5KSX;5YGI;6N7Y;6N7Z;6N82;6N83;6OAG;6OAH;		P14324;	108517;			DIP-50059N;		P14324;	P14324;	9606.ENSP00000349078;	P14324;	CHEMBL1782;	DB00630;DB01785;DB07780;DB02552;DB07841;DB00710;DB06255;DB04714;DB02508;DB06548;DB00282;DB00884;DB00399;	P14324;	644;	SLP:000001248;SLP:000001252 [P14324-2];									P14324;	rs863225241 rs41314549 rs17456		P14324;	P14324;	P14324;		9606-ENSP00000349078;	P14324;	19455;53046 [P14324-1];	ENST00000356657.10 [P14324-1];ENST00000368356.9 [P14324-1];ENST00000447866.5 [P14324-2];ENST00000467076.5 [P14324-2];ENST00000612683.1 [P14324-2];						2224;		hsa:2224;						2224;			FDPS;	HGNC:3631;	ENSG00000160752;		134629;616631;	NX_P14324;	79152;	PA28075;										KOG0711;	ENSGT00900000141074;	CLU_028376_0_1_1;	WVVNQAL;	509027at2759;	P14324;	TF300897;	MetaCyc:ENSG00000160752-MONOMER;	2.5.1.1;2.5.1.10;	P14324;	R-HSA-191273;R-HSA-2426168;			ENSG00000160752;	P14324;	cd00685;			IPR039702;IPR008949;IPR000092;IPR033749;	PTHR11525:SF0;PTHR11525;	PF00348;			PS00723;PS00444;		SSF48576;
166	P14415	ATP1B2	9606	ALTERNATIVE PRODUCTS:  			UPI000013CCA2	GO:0001671; GO:0001895; GO:0001917; GO:0005737; GO:0005886; GO:0005890; GO:0006883; GO:0009897; GO:0010976; GO:0016020; GO:0016324; GO:0016328; GO:0021670; GO:0021678; GO:0021944; GO:0030007; GO:0030674; GO:0031253; GO:0031589; GO:0032781; GO:0036376; GO:0044298; GO:0045494; GO:0046982; GO:0050821; GO:0051117; GO:0061744; GO:0071944; GO:0086009; GO:0086064; GO:0097449; GO:0097450; GO:0098984; GO:0120036; GO:0150104; GO:1901018; GO:1903278; GO:1903288; GO:1903976; GO:1990573	"CHAIN 1..290; /note=""Sodium/potassium-transporting ATPase subunit beta-2""; /id=""PRO_0000219104"""	8305453; 8918259; 9524271; 14702039; 15489334; 2538450; 19694409; 19159218	CCDS32550.1;	M81181;U45945;AF007876;AK290143;CH471108;BC126175;	NP_001290192.1;NP_001669.3;				P14415;	106972;					P14415;		9606.ENSP00000250111;	P14415;	CHEMBL2095186;	DB09020;DB09479;DB16690;	P14415;											P14415;	rs34745087 rs2227866		P14415;	P14415;	P14415;		9606-ENSP00000250111;	P14415;	53052;	ENST00000250111.9;						482;		hsa:482;						482;			ATP1B2;	HGNC:805;	ENSG00000129244;		182331;	NX_P14415;		PA67;										KOG3927;	ENSGT01030000234579;	CLU_057702_1_1_1;	RTPKTWA;	2880589at2759;	P14415;	TF314618;			P14415;	R-HSA-210991;R-HSA-5578775;R-HSA-936837;R-HSA-9679191;			ENSG00000129244;	P14415;				IPR000402;IPR038702;	PTHR11523;PTHR11523:SF26;	PF00287;			PS00390;PS00391;
167	P14550	AKR1A1	9606	ALTERNATIVE PRODUCTS:  	1.1.1.19; 1.1.1.2; 1.1.1.20; 1.1.1.372; 1.1.1.54	RHEA:15937 RHEA:12168 RHEA:23592 RHEA:38111 RHEA:27986 RHEA:58336 RHEA:58668 RHEA:14909 RHEA:18925 RHEA:58776	UPI000013D31D	GO:0004032; GO:0004033; GO:0005615; GO:0005829; GO:0006629; GO:0016324; GO:0016657; GO:0019640; GO:0019853; GO:0042840; GO:0043066; GO:0044597; GO:0044598; GO:0045202; GO:0046185; GO:0047655; GO:0047939; GO:0047941; GO:0047956; GO:0070062; GO:0110095; GO:1901687; GO:1990002	"CHAIN 2..325; /note=""Aldo-keto reductase family 1 member A1""; /id=""PRO_0000124617"""	2498333; 10393438; 10486210; 14702039; 16710414; 15489334; 3615425; 7669785; 10510318; 11306097; 18276838; 19413330; 21269460; 23186163; 24275569; 25944712; 15299353	CCDS523.1;	J04794;AF036683;AF036680;AF036681;AF036682;AF112485;AF112484;AK293083;CR457010;BT007003;AL355480;CH471059;CH471059;CH471059;CH471059;BC000670;BC005394;	NP_001189342.1;NP_001189343.1;NP_006057.1;NP_697021.1;		2ALR;		P14550;	115610;					P14550;	P14550;	9606.ENSP00000361140;	P14550;	CHEMBL2246;	DB08904;DB09130;DB00997;DB00898;DB06077;DB00157;DB03461;DB06207;DB02383;	P14550;											P14550;	rs2229540 rs6690497		P14550;	P14550;		P14550;	9606-ENSP00000361140;	P14550;	53058;	ENST00000351829.9;ENST00000372070.7;ENST00000621846.4;						10327;		hsa:10327;						10327;			AKR1A1;	HGNC:380;	ENSG00000117448;		103830;	NX_P14550;		PA24674;										KOG1577;	ENSGT00940000156539;	CLU_023205_0_0_1;	NAGAWKA;	890110at2759;	P14550;	TF106492;		1.1.1.2;	P14550;	R-HSA-156590;R-HSA-5661270;		Aldo-keto_reductase_family_1,_member_A1;	ENSG00000117448;	P14550;	cd19106;			IPR020471;IPR044481;IPR018170;IPR023210;IPR036812;	PTHR11732:SF507;PTHR11732;	PF00248;	PIRSF000097;	PR00069;	PS00798;PS00062;PS00063;		SSF51430;
