	node_id	node_alias	node_source	node_type	alias_type
510	O14556	O14556	uniprot	gene/protein	identifier
511	Q8TDQ7	Q8TDQ7	uniprot	gene/protein	identifier
512	Q8NBQ5	Q8NBQ5	uniprot	gene/protein	identifier
513	Q6IQ20	Q6IQ20	uniprot	gene/protein	identifier
514	O43314	O43314	uniprot	gene/protein	identifier
515	P54619	P54619	uniprot	gene/protein	identifier
516	P31323	P31323	uniprot	gene/protein	identifier
517	P78330	P78330	uniprot	gene/protein	identifier
518	P18031	P18031	uniprot	gene/protein	identifier
519	P47897	P47897	uniprot	gene/protein	identifier
520	Q9H477	Q9H477	uniprot	gene/protein	identifier
521	P52758	P52758	uniprot	gene/protein	identifier
522	P12236	P12236	uniprot	gene/protein	identifier
523	O14975	O14975	uniprot	gene/protein	identifier
524	P08195	P08195	uniprot	gene/protein	identifier
525	Q9NYG2	Q9NYG2	uniprot	gene/protein	identifier
526	Q5VST6	Q5VST6	uniprot	gene/protein	identifier
527	Q9HCJ1	Q9HCJ1	uniprot	gene/protein	identifier
528	Q4KMQ2	Q4KMQ2	uniprot	gene/protein	identifier
529	P98196	P98196	uniprot	gene/protein	identifier
530	P27449	P27449	uniprot	gene/protein	identifier
531	P21283	P21283	uniprot	gene/protein	identifier
532	O75828	O75828	uniprot	gene/protein	identifier
533	Q8WUX2	Q8WUX2	uniprot	gene/protein	identifier
534	O14569	O14569	uniprot	gene/protein	identifier
535	Q10471	Q10471	uniprot	gene/protein	identifier
536	Q8N4A0	Q8N4A0	uniprot	gene/protein	identifier
537	P41250	P41250	uniprot	gene/protein	identifier
538	O43708	O43708	uniprot	gene/protein	identifier
539	Q9UIC8	Q9UIC8	uniprot	gene/protein	identifier
540	P27361	P27361	uniprot	gene/protein	identifier
541	Q13496	Q13496	uniprot	gene/protein	identifier
542	Q4G0N4	Q4G0N4	uniprot	gene/protein	identifier
543	O60502	O60502	uniprot	gene/protein	identifier
544	P61457	P61457	uniprot	gene/protein	identifier
545	P07205	P07205	uniprot	gene/protein	identifier
546	P31321	P31321	uniprot	gene/protein	identifier
547	P11216	P11216	uniprot	gene/protein	identifier
548	Q9HBH5	Q9HBH5	uniprot	gene/protein	identifier
549	Q92581	Q92581	uniprot	gene/protein	identifier
550	O15269	O15269	uniprot	gene/protein	identifier
551	Q9Y5S1	Q9Y5S1	uniprot	gene/protein	identifier
552	Q5W0Z9	Q5W0Z9	uniprot	gene/protein	identifier
553	P30520	P30520	uniprot	gene/protein	identifier
554	P15144	P15144	uniprot	gene/protein	identifier
555	Q8N9F7	Q8N9F7	uniprot	gene/protein	identifier
556	Q9NPB8	Q9NPB8	uniprot	gene/protein	identifier
557	P24298	P24298	uniprot	gene/protein	identifier
558	P09488	P09488	uniprot	gene/protein	identifier
559	Q14642	Q14642	uniprot	gene/protein	identifier
560	P32019	P32019	uniprot	gene/protein	identifier
561	P06213	P06213	uniprot	gene/protein	identifier
562	Q8NF37	Q8NF37	uniprot	gene/protein	identifier
563	P48449	P48449	uniprot	gene/protein	identifier
564	P56192	P56192	uniprot	gene/protein	identifier
565	Q86V88	Q86V88	uniprot	gene/protein	identifier
566	O95394	O95394	uniprot	gene/protein	identifier
567	O43175	O43175	uniprot	gene/protein	identifier
568	Q9Y478	Q9Y478	uniprot	gene/protein	identifier
569	Q99873	Q99873	uniprot	gene/protein	identifier
570	Q14914	Q14914	uniprot	gene/protein	identifier
571	P29350	P29350	uniprot	gene/protein	identifier
572	P49281	P49281	uniprot	gene/protein	identifier
573	Q8TF71	Q8TF71	uniprot	gene/protein	identifier
574	P04920	P04920	uniprot	gene/protein	identifier
575	P48029	P48029	uniprot	gene/protein	identifier
576	O15270	O15270	uniprot	gene/protein	identifier
577	Q9NZ01	Q9NZ01	uniprot	gene/protein	identifier
578	Q8NFU3	Q8NFU3	uniprot	gene/protein	identifier
579	Q9UIJ5	Q9UIJ5	uniprot	gene/protein	identifier
580	P08183	P08183	uniprot	gene/protein	identifier
581	P21439	P21439	uniprot	gene/protein	identifier
582	Q9NR19	Q9NR19	uniprot	gene/protein	identifier
583	Q96PN6	Q96PN6	uniprot	gene/protein	identifier
584	P13637	P13637	uniprot	gene/protein	identifier
585	O95674	O95674	uniprot	gene/protein	identifier
586	P06732	P06732	uniprot	gene/protein	identifier
587	O95833	O95833	uniprot	gene/protein	identifier
588	P32929	P32929	uniprot	gene/protein	identifier
589	Q9Y4D2	Q9Y4D2	uniprot	gene/protein	identifier
590	Q9H773	Q9H773	uniprot	gene/protein	identifier
591	P00374	P00374	uniprot	gene/protein	identifier
592	P07148	P07148	uniprot	gene/protein	identifier
593	Q92562	Q92562	uniprot	gene/protein	identifier
594	P06241	P06241	uniprot	gene/protein	identifier
595	Q96C23	Q96C23	uniprot	gene/protein	identifier
596	Q03013	Q03013	uniprot	gene/protein	identifier
597	P08631	P08631	uniprot	gene/protein	identifier
598	P07686	P07686	uniprot	gene/protein	identifier
599	P41252	P41252	uniprot	gene/protein	identifier
600	O95279	O95279	uniprot	gene/protein	identifier
601	Q8IWT6	Q8IWT6	uniprot	gene/protein	identifier
602	P52564	P52564	uniprot	gene/protein	identifier
603	O95989	O95989	uniprot	gene/protein	identifier
604	Q99572	Q99572	uniprot	gene/protein	identifier
605	Q9NVE7	Q9NVE7	uniprot	gene/protein	identifier
606	Q96RD7	Q96RD7	uniprot	gene/protein	identifier
607	Q8NEB9	Q8NEB9	uniprot	gene/protein	identifier
608	Q9UG56	Q9UG56	uniprot	gene/protein	identifier
609	P0C869	P0C869	uniprot	gene/protein	identifier
610	Q00722	Q00722	uniprot	gene/protein	identifier
611	P19174	P19174	uniprot	gene/protein	identifier
612	P05771	P05771	uniprot	gene/protein	identifier
613	P41743	P41743	uniprot	gene/protein	identifier
614	P60484	P60484	uniprot	gene/protein	identifier
615	Q15311	Q15311	uniprot	gene/protein	identifier
616	P55011	P55011	uniprot	gene/protein	identifier
617	P43007	P43007	uniprot	gene/protein	identifier
618	P12235	P12235	uniprot	gene/protein	identifier
619	Q9BXS9	Q9BXS9	uniprot	gene/protein	identifier
620	Q6P1M0	Q6P1M0	uniprot	gene/protein	identifier
621	Q92536	Q92536	uniprot	gene/protein	identifier
622	Q96T83	Q96T83	uniprot	gene/protein	identifier
623	Q9NWM0	Q9NWM0	uniprot	gene/protein	identifier
624	Q9UP52	Q9UP52	uniprot	gene/protein	identifier
625	P51580	P51580	uniprot	gene/protein	identifier
626	Q9NPC4	Q9NPC4	uniprot	gene/protein	identifier
627	O95477	O95477	uniprot	gene/protein	identifier
628	P16442	P16442	uniprot	gene/protein	identifier
629	Q5QJU3	Q5QJU3	uniprot	gene/protein	identifier
630	P05186	P05186	uniprot	gene/protein	identifier
631	O75752	O75752	uniprot	gene/protein	identifier
632	Q9NS00	Q9NS00	uniprot	gene/protein	identifier
633	Q96EU7	Q96EU7	uniprot	gene/protein	identifier
634	P22748	P22748	uniprot	gene/protein	identifier
635	O00555	O00555	uniprot	gene/protein	identifier
636	P11802	P11802	uniprot	gene/protein	identifier
637	P13569	P13569	uniprot	gene/protein	identifier
638	P12277	P12277	uniprot	gene/protein	identifier
639	P51788	P51788	uniprot	gene/protein	identifier
640	P49961	P49961	uniprot	gene/protein	identifier
641	O60427	O60427	uniprot	gene/protein	identifier
642	O95864	O95864	uniprot	gene/protein	identifier
643	P19526	P19526	uniprot	gene/protein	identifier
644	Q16595	Q16595	uniprot	gene/protein	identifier
645	Q8N0V5	Q8N0V5	uniprot	gene/protein	identifier
646	P42261	P42261	uniprot	gene/protein	identifier
647	P06865	P06865	uniprot	gene/protein	identifier
648	P50135	P50135	uniprot	gene/protein	identifier
649	O60760	O60760	uniprot	gene/protein	identifier
650	P52333	P52333	uniprot	gene/protein	identifier
651	P49137	P49137	uniprot	gene/protein	identifier
652	P29474	P29474	uniprot	gene/protein	identifier
653	P51575	P51575	uniprot	gene/protein	identifier
654	Q9UBL9	Q9UBL9	uniprot	gene/protein	identifier
655	P35558	P35558	uniprot	gene/protein	identifier
656	O76074	O76074	uniprot	gene/protein	identifier
657	O76083	O76083	uniprot	gene/protein	identifier
658	Q9UBM1	Q9UBM1	uniprot	gene/protein	identifier
659	P17252	P17252	uniprot	gene/protein	identifier
660	Q05513	Q05513	uniprot	gene/protein	identifier
661	Q15139	Q15139	uniprot	gene/protein	identifier
662	Q13976	Q13976	uniprot	gene/protein	identifier
663	P35354	P35354	uniprot	gene/protein	identifier
664	P26045	P26045	uniprot	gene/protein	identifier
665	Q03393	Q03393	uniprot	gene/protein	identifier
666	Q96E17	Q96E17	uniprot	gene/protein	identifier
667	O75676	O75676	uniprot	gene/protein	identifier
668	O75582	O75582	uniprot	gene/protein	identifier
669	O00767	O00767	uniprot	gene/protein	identifier
670	P35499	P35499	uniprot	gene/protein	identifier
671	Q15858	Q15858	uniprot	gene/protein	identifier
672	Q9UP95	Q9UP95	uniprot	gene/protein	identifier
673	Q9P2U7	Q9P2U7	uniprot	gene/protein	identifier
674	O60779	O60779	uniprot	gene/protein	identifier
675	P43005	P43005	uniprot	gene/protein	identifier
676	Q86VW1	Q86VW1	uniprot	gene/protein	identifier
677	Q9H015	Q9H015	uniprot	gene/protein	identifier
678	Q9Y694	Q9Y694	uniprot	gene/protein	identifier
679	Q9H0C2	Q9H0C2	uniprot	gene/protein	identifier
680	Q9ULF5	Q9ULF5	uniprot	gene/protein	identifier
681	Q9C0K1	Q9C0K1	uniprot	gene/protein	identifier
682	Q8IVJ1	Q8IVJ1	uniprot	gene/protein	identifier
683	Q9NWF4	Q9NWF4	uniprot	gene/protein	identifier
684	P19634	P19634	uniprot	gene/protein	identifier
685	Q86UD5	Q86UD5	uniprot	gene/protein	identifier
686	P17405	P17405	uniprot	gene/protein	identifier
687	Q9NYA1	Q9NYA1	uniprot	gene/protein	identifier
688	Q9Y210	Q9Y210	uniprot	gene/protein	identifier
689	Q5TGU0	Q5TGU0	uniprot	gene/protein	identifier
690	O60669	O60669	uniprot	gene/protein	identifier
691	P05062	P05062	uniprot	gene/protein	identifier
692	P13929	P13929	uniprot	gene/protein	identifier
693	P14621	P14621	uniprot	gene/protein	identifier
694	P24941	P24941	uniprot	gene/protein	identifier
695	P49427	P49427	uniprot	gene/protein	identifier
696	P51648	P51648	uniprot	gene/protein	identifier
697	P68032	P68032	uniprot	gene/protein	identifier
698	P68133	P68133	uniprot	gene/protein	identifier
699	P78368	P78368	uniprot	gene/protein	identifier
700	Q00534	Q00534	uniprot	gene/protein	identifier
701	Q00535	Q00535	uniprot	gene/protein	identifier
702	Q00688	Q00688	uniprot	gene/protein	identifier
703	Q01650	Q01650	uniprot	gene/protein	identifier
704	Q03154	Q03154	uniprot	gene/protein	identifier
705	Q13451	Q13451	uniprot	gene/protein	identifier
706	Q5EBM0	Q5EBM0	uniprot	gene/protein	identifier
707	Q6PCB8	Q6PCB8	uniprot	gene/protein	identifier
708	Q8NBS9	Q8NBS9	uniprot	gene/protein	identifier
709	Q93088	Q93088	uniprot	gene/protein	identifier
710	Q9BVJ7	Q9BVJ7	uniprot	gene/protein	identifier
711	Q9NSY1	Q9NSY1	uniprot	gene/protein	identifier
712	Q9NY59	Q9NY59	uniprot	gene/protein	identifier
713	Q9UQ16	Q9UQ16	uniprot	gene/protein	identifier
714	P84077	P84077	uniprot	gene/protein	identifier
715	Q9NUN7	Q9NUN7	uniprot	gene/protein	identifier
716	P63267	P63267	uniprot	gene/protein	identifier
717	Q96SZ5	Q96SZ5	uniprot	gene/protein	identifier
718	Q63HM1	Q63HM1	uniprot	gene/protein	identifier
719	Q6ZNE5	Q6ZNE5	uniprot	gene/protein	identifier
720	Q13733	Q13733	uniprot	gene/protein	identifier
721	O75787	O75787	uniprot	gene/protein	identifier
722	Q99437	Q99437	uniprot	gene/protein	identifier
723	P61421	P61421	uniprot	gene/protein	identifier
724	O15342	O15342	uniprot	gene/protein	identifier
725	Q14457	Q14457	uniprot	gene/protein	identifier
726	Q9Y376	Q9Y376	uniprot	gene/protein	identifier
727	Q9H9S4	Q9H9S4	uniprot	gene/protein	identifier
728	Q16543	Q16543	uniprot	gene/protein	identifier
729	P51793	P51793	uniprot	gene/protein	identifier
730	P51795	P51795	uniprot	gene/protein	identifier
731	P54105	P54105	uniprot	gene/protein	identifier
732	P00450	P00450	uniprot	gene/protein	identifier
733	A4D126	A4D126	uniprot	gene/protein	identifier
734	Q9Y2S2	Q9Y2S2	uniprot	gene/protein	identifier
735	Q13617	Q13617	uniprot	gene/protein	identifier
736	Q13618	Q13618	uniprot	gene/protein	identifier
737	Q13619	Q13619	uniprot	gene/protein	identifier
738	Q13620	Q13620	uniprot	gene/protein	identifier
739	Q93034	Q93034	uniprot	gene/protein	identifier
740	Q8TEB1	Q8TEB1	uniprot	gene/protein	identifier
741	Q58WW2	Q58WW2	uniprot	gene/protein	identifier
742	P61962	P61962	uniprot	gene/protein	identifier
743	Q16531	Q16531	uniprot	gene/protein	identifier
744	Q9BUN8	Q9BUN8	uniprot	gene/protein	identifier
745	Q12882	Q12882	uniprot	gene/protein	identifier
746	Q15370	Q15370	uniprot	gene/protein	identifier
747	Q15369	Q15369	uniprot	gene/protein	identifier
748	P34913	P34913	uniprot	gene/protein	identifier
749	Q9UNN5	Q9UNN5	uniprot	gene/protein	identifier
750	Q96CS3	Q96CS3	uniprot	gene/protein	identifier
751	Q6P587	Q6P587	uniprot	gene/protein	identifier
752	Q96IG2	Q96IG2	uniprot	gene/protein	identifier
753	Q9UKT5	Q9UKT5	uniprot	gene/protein	identifier
754	Q9Y3I1	Q9Y3I1	uniprot	gene/protein	identifier
755	Q9Y5Y0	Q9Y5Y0	uniprot	gene/protein	identifier
756	Q01415	Q01415	uniprot	gene/protein	identifier
757	Q86SR1	Q86SR1	uniprot	gene/protein	identifier
758	Q7Z7M9	Q7Z7M9	uniprot	gene/protein	identifier
759	Q8NCL4	Q8NCL4	uniprot	gene/protein	identifier
760	Q86SF2	Q86SF2	uniprot	gene/protein	identifier
761	P30793	P30793	uniprot	gene/protein	identifier
762	P46439	P46439	uniprot	gene/protein	identifier
763	P08236	P08236	uniprot	gene/protein	identifier
764	P42357	P42357	uniprot	gene/protein	identifier
765	P09105	P09105	uniprot	gene/protein	identifier
766	P01112	P01112	uniprot	gene/protein	identifier
767	P08238	P08238	uniprot	gene/protein	identifier
768	P48735	P48735	uniprot	gene/protein	identifier
769	O14732	O14732	uniprot	gene/protein	identifier
770	Q13303	Q13303	uniprot	gene/protein	identifier
771	O94889	O94889	uniprot	gene/protein	identifier
772	Q16773	Q16773	uniprot	gene/protein	identifier
773	Q16539	Q16539	uniprot	gene/protein	identifier
774	P40926	P40926	uniprot	gene/protein	identifier
775	P05164	P05164	uniprot	gene/protein	identifier
776	Q9UJ68	Q9UJ68	uniprot	gene/protein	identifier
777	Q13613	Q13613	uniprot	gene/protein	identifier
778	Q9C0I1	Q9C0I1	uniprot	gene/protein	identifier
779	Q13614	Q13614	uniprot	gene/protein	identifier
780	Q13564	Q13564	uniprot	gene/protein	identifier
781	Q15843	Q15843	uniprot	gene/protein	identifier
782	Q99519	Q99519	uniprot	gene/protein	identifier
783	Q9Y3R4	Q9Y3R4	uniprot	gene/protein	identifier
784	Q9UQ49	Q9UQ49	uniprot	gene/protein	identifier
785	Q8TAT6	Q8TAT6	uniprot	gene/protein	identifier
786	Q9UNZ2	Q9UNZ2	uniprot	gene/protein	identifier
787	Q99570	Q99570	uniprot	gene/protein	identifier
788	Q9Y263	Q9Y263	uniprot	gene/protein	identifier
789	P13861	P13861	uniprot	gene/protein	identifier
790	P23219	P23219	uniprot	gene/protein	identifier
791	P06737	P06737	uniprot	gene/protein	identifier
792	P11217	P11217	uniprot	gene/protein	identifier
793	Q15274	Q15274	uniprot	gene/protein	identifier
794	O95248	O95248	uniprot	gene/protein	identifier
795	Q96GA7	Q96GA7	uniprot	gene/protein	identifier
796	Q7RTY1	Q7RTY1	uniprot	gene/protein	identifier
797	P46721	P46721	uniprot	gene/protein	identifier
798	O94956	O94956	uniprot	gene/protein	identifier
799	Q9H2G2	Q9H2G2	uniprot	gene/protein	identifier
800	Q11201	Q11201	uniprot	gene/protein	identifier
801	Q16842	Q16842	uniprot	gene/protein	identifier
802	Q9C0K7	Q9C0K7	uniprot	gene/protein	identifier
803	Q9BVC6	Q9BVC6	uniprot	gene/protein	identifier
804	Q8NG06	Q8NG06	uniprot	gene/protein	identifier
805	Q16222	Q16222	uniprot	gene/protein	identifier
806	Q8TBC4	Q8TBC4	uniprot	gene/protein	identifier
807	P61081	P61081	uniprot	gene/protein	identifier
808	P61088	P61088	uniprot	gene/protein	identifier
809	Q13404	Q13404	uniprot	gene/protein	identifier
810	Q15819	Q15819	uniprot	gene/protein	identifier
811	Q04323	Q04323	uniprot	gene/protein	identifier
812	Q9BZV1	Q9BZV1	uniprot	gene/protein	identifier
813	O94888	O94888	uniprot	gene/protein	identifier
814	Q92890	Q92890	uniprot	gene/protein	identifier
815	P45974	P45974	uniprot	gene/protein	identifier
816	Q96JH7	Q96JH7	uniprot	gene/protein	identifier
817	O75351	O75351	uniprot	gene/protein	identifier
818	Q9BQA1	Q9BQA1	uniprot	gene/protein	identifier
819	P07947	P07947	uniprot	gene/protein	identifier
820	Q96AT9	G_RPE	RBC-GEM	gene/protein	identifier
821	P49247	G_RPIA	RBC-GEM	gene/protein	identifier
822	Q00796	G_SORD	RBC-GEM	gene/protein	identifier
823	O43488	G_AKR7A2	RBC-GEM	gene/protein	identifier
824	P19623	G_SRM	RBC-GEM	gene/protein	identifier
825	Q9BV57	G_ADI1	RBC-GEM	gene/protein	identifier
826	P52788	G_SMS	RBC-GEM	gene/protein	identifier
827	P37837	G_TALDO1	RBC-GEM	gene/protein	identifier
828	Q9BU02	G_THTPA	RBC-GEM	gene/protein	identifier
829	P29401	G_TKT	RBC-GEM	gene/protein	identifier
830	Q9H3S4	G_TPK1	RBC-GEM	gene/protein	identifier
831	Q9UHY7	G_ENOPH1	RBC-GEM	gene/protein	identifier
832	P46926	G_GNPDA1	RBC-GEM	gene/protein	identifier
833	P60174	G_TPI1	RBC-GEM	gene/protein	identifier
834	Q14376	G_GALE	RBC-GEM	gene/protein	identifier
835	P11413	G_G6PD	RBC-GEM	gene/protein	identifier
836	P51570	G_GALK1	RBC-GEM	gene/protein	identifier
837	P10746	G_UROS	RBC-GEM	gene/protein	identifier
838	P06132	G_UROD	RBC-GEM	gene/protein	identifier
839	P14550	G_AKR1A1	RBC-GEM	gene/protein	identifier
840	Q13336	G_SLC14A1	RBC-GEM	gene/protein	identifier
841	O75191	G_XYLB	RBC-GEM	gene/protein	identifier
842	Q7Z4W1	G_DCXR	RBC-GEM	gene/protein	identifier
843	P15121	G_AKR1B1	RBC-GEM	gene/protein	identifier
844	P07902	G_GALT	RBC-GEM	gene/protein	identifier
845	Q16851	G_UGP2	RBC-GEM	gene/protein	identifier
846	P11169	G_SLC2A3	RBC-GEM	gene/protein	identifier
847	P14672	G_SLC2A4	RBC-GEM	gene/protein	identifier
848	P04406	G_GAPDH	RBC-GEM	gene/protein	identifier
849	O75223	G_GGCT	RBC-GEM	gene/protein	identifier
850	Q16774	G_GUK1	RBC-GEM	gene/protein	identifier
851	P15104	G_GLUL	RBC-GEM	gene/protein	identifier
852	P48506	G_GCLC	RBC-GEM	gene/protein	identifier
853	P48507	G_GCLM	RBC-GEM	gene/protein	identifier
854	Q16775	G_HAGH	RBC-GEM	gene/protein	identifier
855	P48067	G_SLC6A9	RBC-GEM	gene/protein	identifier
856	P36959	G_GMPR	RBC-GEM	gene/protein	identifier
857	P49915	G_GMPS	RBC-GEM	gene/protein	identifier
858	P52209	G_PGD	RBC-GEM	gene/protein	identifier
859	P00390	G_GSR	RBC-GEM	gene/protein	identifier
860	Q06830	G_PRDX1	RBC-GEM	gene/protein	identifier
861	P07203	G_GPX1	RBC-GEM	gene/protein	identifier
862	P32119	G_PRDX2	RBC-GEM	gene/protein	identifier
863	P36969	G_GPX4	RBC-GEM	gene/protein	identifier
864	P48637	G_GSS	RBC-GEM	gene/protein	identifier
865	P00492	G_HPRT1	RBC-GEM	gene/protein	identifier
866	P00918	G_CA2	RBC-GEM	gene/protein	identifier
867	P00915	G_CA1	RBC-GEM	gene/protein	identifier
868	P07451	G_CA3	RBC-GEM	gene/protein	identifier
869	P02730	G_SLC4A1	RBC-GEM	gene/protein	identifier
870	P19367	G_HK1	RBC-GEM	gene/protein	identifier
871	P52790	G_HK3	RBC-GEM	gene/protein	identifier
872	P08397	G_HMBS	RBC-GEM	gene/protein	identifier
873	O75874	G_IDH1	RBC-GEM	gene/protein	identifier
874	P12268	G_IMPDH2	RBC-GEM	gene/protein	identifier
875	Q9Y666	G_SLC12A7	RBC-GEM	gene/protein	identifier
876	P07195	G_LDHB	RBC-GEM	gene/protein	identifier
877	P00338	G_LDHA	RBC-GEM	gene/protein	identifier
878	Q04760	G_GLO1	RBC-GEM	gene/protein	identifier
879	P47712	G_PLA2G4A	RBC-GEM	gene/protein	identifier
880	P09960	G_LTA4H	RBC-GEM	gene/protein	identifier
881	P34949	G_MPI	RBC-GEM	gene/protein	identifier
882	P40925	G_MDH1	RBC-GEM	gene/protein	identifier
883	P48163	G_ME1	RBC-GEM	gene/protein	identifier
884	O75387	G_SLC43A1	RBC-GEM	gene/protein	identifier
885	O43426	G_SYNJ1	RBC-GEM	gene/protein	identifier
886	Q92835	G_INPP5D	RBC-GEM	gene/protein	identifier
887	P29218	G_IMPA1	RBC-GEM	gene/protein	identifier
888	Q9NPH2	G_ISYNA1	RBC-GEM	gene/protein	identifier
889	Q13126	G_MTAP	RBC-GEM	gene/protein	identifier
890	Q6IA69	G_NADSYN1	RBC-GEM	gene/protein	identifier
891	Q13232	G_NME3	RBC-GEM	gene/protein	identifier
892	Q02094	G_RHAG	RBC-GEM	gene/protein	identifier
893	Q96T66	G_NMNAT3	RBC-GEM	gene/protein	identifier
894	P49902	G_NT5C2	RBC-GEM	gene/protein	identifier
895	Q9H0P0	G_NT5C3A	RBC-GEM	gene/protein	identifier
896	Q8TCD5	G_NT5C	RBC-GEM	gene/protein	identifier
897	P11172	G_UMPS	RBC-GEM	gene/protein	identifier
898	P11926	G_ODC1	RBC-GEM	gene/protein	identifier
899	P54750	G_PDE1A	RBC-GEM	gene/protein	identifier
900	Q08499	G_PDE4D	RBC-GEM	gene/protein	identifier
